"LSOA code (2011)","LSOA name (2011)","Local Authority District code (2013)","Local Authority District name (2013)","Index of Multiple Deprivation (IMD) Score","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Score (rate)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Score (rate)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Score","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Score","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Score","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Score","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Income Deprivation Affecting Children Index (IDACI) Score (rate)","Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived)","Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs)","Income Deprivation Affecting Older People (IDAOPI) Score (rate)","Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived)","Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs)","Children and Young People Sub-domain Score","Children and Young People Sub-domain Rank (where 1 is most deprived)","Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Adult Skills Sub-domain Score","Adult Skills Sub-domain Rank (where 1 is most deprived)","Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Geographical Barriers Sub-domain Score","Geographical Barriers Sub-domain Rank (where 1 is most deprived)","Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Wider Barriers Sub-domain Score","Wider Barriers Sub-domain Rank (where 1 is most deprived)","Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Indoors Sub-domain Score","Indoors Sub-domain Rank (where 1 is most deprived)","Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Outdoors Sub-domain Score","Outdoors Sub-domain Rank (where 1 is most deprived)","Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs)","Total population: mid 2012 (excluding prisoners)","Dependent Children aged 0-15: mid 2012 (excluding prisoners)","Population aged 16-59: mid 2012 (excluding prisoners)","Older population aged 60 and over: mid 2012 (excluding prisoners)","Working age population 18-59/64: for use with Employment Deprivation Domain (excluding prisoners)"
"E01007937","Sheffield 047E","E08000019","Sheffield",4.696,30610,10,0.049,28017,9,0.051,27590,9,1.804,31184,10,-0.662,25260,8,-0.58,24925,8,5.547,31907,10,16.862,16944,6,0.044,29416,9,0.069,28000,9,-0.957,28975,9,0.117,31757,10,-0.823,28164,9,-1.474,23474,8,0.123,14692,5,-0.085,17435,6,1373,283,787,303,789.5
"E01007938","Sheffield 047F","E08000019","Sheffield",2.753,32262,10,0.03,31590,10,0.037,30704,10,1.108,31939,10,-0.988,28455,9,-0.571,24802,8,4.885,32162,10,13.458,19951,7,0.028,31539,10,0.052,30440,10,-1.232,30834,10,0.118,31733,10,-0.429,23118,8,-3.297,30316,10,-0.047,17173,6,-0.258,20122,7,1518,345,806,367,812.25
"E01008098","Sheffield 048A","E08000019","Sheffield",62.67,713,1,0.406,694,1,0.296,1141,1,91.729,46,1,1.292,2564,1,0.622,7375,3,29.398,7244,3,26.917,10285,4,0.489,948,1,0.394,2564,1,2.036,123,1,0.593,259,1,-0.521,24468,8,3.451,3021,1,0.283,12357,4,0.725,6301,2,1561,416,896,249,867.25
"E01008100","Sheffield 048B","E08000019","Sheffield",57.162,1208,1,0.409,661,1,0.252,2396,1,85.759,134,1,1.353,2252,1,0.627,7297,3,24.087,11976,4,12.897,20492,7,0.575,230,1,0.38,2935,1,1.95,175,1,0.559,628,1,-0.881,28734,9,2.867,4245,2,-0.293,20734,7,0.075,14866,5,1265,282,759,224,757.5
"E01008102","Sheffield 048C","E08000019","Sheffield",60.452,893,1,0.382,1108,1,0.286,1352,1,81.184,254,1,1.13,3498,2,1.44,899,1,24.957,11095,4,18.422,15806,5,0.406,2668,1,0.528,587,1,1.76,422,1,0.555,688,1,-1.211,31033,10,3.149,3588,2,-0.17,18955,6,0.529,8439,3,1083,211,604,268,594
"E01008103","Sheffield 048D","E08000019","Sheffield",55.255,1433,1,0.383,1096,1,0.28,1537,1,74.463,515,1,1.282,2613,1,0.262,12490,4,26.909,9232,3,18.151,16009,5,0.483,1037,1,0.405,2321,1,1.424,1299,1,0.564,558,1,-0.601,25564,8,3.111,3674,2,0.096,15117,5,0.142,13855,5,1450,382,831,237,830
"E01007964","Sheffield 049A","E08000019","Sheffield",27.207,9605,3,0.157,11741,4,0.149,9163,3,34.304,7073,3,0.846,5689,2,0.644,7078,3,21.36,15132,5,11.706,21712,7,0.19,13057,4,0.217,10538,4,0.758,5898,2,0.377,8432,3,-0.165,18698,6,1.49,8605,3,-0.76,26539,9,0.366,10574,4,1504,260,875,369,897.25
"E01007966","Sheffield 049B","E08000019","Sheffield",30.352,8072,3,0.172,10409,4,0.155,8495,3,31.108,8151,3,0.884,5336,2,1.018,3212,1,25.734,10283,4,12.29,21118,7,0.25,9274,3,0.238,9128,3,0.429,9709,3,0.399,6873,3,0.278,11113,4,1.187,9806,3,-0.553,24192,8,0.279,11803,4,1546,257,995,294,987.75
"E01007968","Sheffield 049C","E08000019","Sheffield",42.894,3683,2,0.279,4191,2,0.204,4809,2,60.235,1665,1,1.013,4303,2,1.207,1935,1,23.009,13183,5,11.987,21427,7,0.418,2336,1,0.262,7726,3,1.464,1148,1,0.467,3299,2,-0.17,18802,6,1.819,7356,3,-0.386,21977,7,0.07,14937,5,1459,334,759,366,768.5
"E01007970","Sheffield 049D","E08000019","Sheffield",66.484,454,1,0.373,1269,1,0.426,68,1,64.726,1169,1,2.578,66,1,0.837,4884,2,26.312,9763,3,6.762,27268,9,0.274,8018,3,0.388,2727,1,1.098,3018,1,0.553,725,1,-0.443,23326,8,2.851,4300,2,-1.381,31023,10,0.066,14987,5,1624,194,876,554,913.25
"E01008042","Sheffield 050A","E08000019","Sheffield",19.873,14364,5,0.159,11566,4,0.121,12435,4,13.403,18710,6,0.089,14815,5,0.044,15878,5,16.164,21572,7,33.153,7294,3,0.163,15149,5,0.22,10391,4,0.016,15962,5,0.26,20629,7,-1.295,31449,10,1.617,8088,3,0.594,8210,3,0.744,6107,2,1649,341,1043,265,1057
"E01008045","Sheffield 050B","E08000019","Sheffield",17.463,16362,5,0.132,14246,5,0.118,12910,4,5.225,27104,9,0.112,14469,5,0.114,14776,5,17.05,20459,7,29.742,8804,3,0.11,20187,7,0.24,8986,3,-0.526,24223,8,0.189,28084,9,-0.487,23970,8,1.172,9873,4,0.579,8399,3,0.46,9338,3,1417,300,863,254,877.5
"E01008046","Sheffield 050C","E08000019","Sheffield",15.579,18061,6,0.121,15576,5,0.101,15643,5,10.588,21301,7,0.034,15623,5,-0.569,24772,8,14.245,24000,8,33.708,7079,3,0.132,17842,6,0.191,12626,4,-0.002,16256,5,0.212,25997,8,-0.677,26519,9,0.804,11476,4,0.725,6740,3,0.533,8399,3,1655,347,1128,180,1128.25
"E01008049","Sheffield 050D","E08000019","Sheffield",12.884,20810,7,0.097,18825,6,0.08,19873,7,0.924,32132,10,0.314,11722,4,0.25,12705,4,16.792,20772,7,16.466,17284,6,0.061,26742,9,0.18,13595,5,-1.291,31137,10,0.109,31937,10,-0.34,21706,7,0.864,11185,4,0.069,15529,5,-0.023,16459,6,1602,183,943,476,989
"E01008051","Sheffield 050E","E08000019","Sheffield",20.307,13981,5,0.16,11535,4,0.119,12792,4,12.634,19421,6,0.367,11009,4,-0.143,18756,6,16.069,21693,7,34.412,6795,3,0.183,13517,5,0.223,10197,4,0.157,13746,5,0.216,25607,8,-0.402,22702,7,0.82,11406,4,0.812,5808,2,0.392,10212,4,1758,379,1176,203,1171
"E01008052","Sheffield 050F","E08000019","Sheffield",13.687,19948,7,0.088,20218,7,0.09,17687,6,9.196,22679,7,-0.152,18385,6,0.067,15526,5,14.865,23221,8,30.846,8283,3,0.058,27215,9,0.135,18028,6,0.076,14998,5,0.114,31828,10,-0.339,21697,7,0.426,13309,5,0.819,5729,2,-0.053,16952,6,1796,261,1284,251,1312.75
"E01007975","Sheffield 051A","E08000019","Sheffield",43.703,3491,2,0.299,3366,2,0.223,3695,2,47.973,3548,2,1.375,2150,1,0.708,6326,2,21.925,14433,5,22.926,12672,4,0.345,4748,2,0.393,2606,1,1.495,1050,1,0.346,11117,4,-0.76,27477,9,2.417,5466,2,0.311,11927,4,0.285,11701,4,1645,301,944,400,967.25
"E01007976","Sheffield 051B","E08000019","Sheffield",34.11,6490,2,0.235,6245,2,0.178,6575,3,17.354,15614,5,1.292,2562,1,1.184,2074,1,15.541,22379,7,19.524,14988,5,0.287,7307,3,0.329,4634,2,0.271,11990,4,0.271,19284,6,-0.856,28496,9,1.261,9480,3,0.208,13429,5,0.093,14599,5,1471,227,869,375,889.5
"E01007977","Sheffield 051C","E08000019","Sheffield",59.811,941,1,0.344,1918,1,0.332,536,1,65.422,1114,1,1.36,2227,1,1.474,814,1,25.582,10425,4,12.573,20818,7,0.391,3110,1,0.311,5379,2,1.7,531,1,0.462,3471,2,-0.605,25621,8,2.9,4166,2,-0.608,24821,8,0.351,10780,4,1490,214,856,420,882.5
"E01007979","Sheffield 051D","E08000019","Sheffield",72.25,189,1,0.442,372,1,0.325,633,1,78.176,364,1,1.709,1002,1,1.723,343,1,35.36,3866,2,16.426,17315,6,0.605,131,1,0.369,3259,1,1.735,460,1,0.541,960,1,-0.052,16688,6,3.742,2559,1,-0.703,25898,8,0.777,5808,2,1641,415,968,258,930.25
"E01008099","Sheffield 051E","E08000019","Sheffield",19.927,14300,5,0.118,15905,5,0.086,18544,6,28.778,9081,3,0.405,10559,4,0.047,15839,5,22.004,14348,5,29.74,8805,3,0.176,14023,5,0.213,10838,4,0.966,3989,2,0.264,20089,7,0.121,13742,5,0.881,11101,4,0.425,10326,4,0.739,6153,2,1598,258,1095,245,1091.5
"E01008000","Sheffield 052A","E08000019","Sheffield",21.841,12849,4,0.164,11148,4,0.109,14310,5,26.816,9980,4,0.574,8546,3,0.067,15535,5,16.638,20970,7,22.733,12804,4,0.154,15838,5,0.28,6788,3,0.249,12318,4,0.383,8006,3,-0.992,29645,10,1.579,8234,3,0.231,13100,4,0.414,9946,4,1503,224,823,456,841.25
"E01008001","Sheffield 052B","E08000019","Sheffield",25.159,10791,4,0.162,11339,4,0.136,10568,4,35.345,6748,3,0.761,6491,2,0.355,11060,4,13.441,24946,8,18.668,15631,5,0.151,16164,5,0.24,9022,3,0.709,6403,2,0.396,7067,3,-0.612,25705,8,0.539,12735,4,0.095,15130,5,0.202,12901,4,1547,283,826,438,839.75
"E01008004","Sheffield 052C","E08000019","Sheffield",30.318,8093,3,0.201,8247,3,0.159,8143,3,47.426,3650,2,0.66,7561,3,0.199,13497,5,22.368,13928,5,20.424,14350,5,0.215,11369,4,0.265,7541,3,1.028,3503,2,0.448,4126,2,-0.284,20736,7,1.911,7050,3,-0.005,16577,6,0.529,8445,3,1584,290,816,478,835.25
"E01008005","Sheffield 052D","E08000019","Sheffield",16.957,16784,6,0.106,17456,6,0.104,15161,5,29.799,8663,3,0.123,14323,5,-0.144,18769,6,16.029,21750,7,15.197,18351,6,0.094,22103,7,0.17,14478,5,0.666,6862,3,0.348,10948,4,0.036,15196,5,-0.307,17152,6,-0.246,20085,7,0.29,11631,4,1526,213,827,486,837
"E01008010","Sheffield 052E","E08000019","Sheffield",35.103,6109,2,0.225,6819,3,0.189,5731,2,57.617,1979,1,0.744,6662,3,0.592,7779,3,21.542,14922,5,11.851,21559,7,0.27,8214,3,0.231,9589,3,1.13,2778,1,0.506,1873,1,-0.426,23069,8,1.978,6809,3,-0.526,23883,8,0.205,12855,4,1438,319,807,312,796.25
"E01007978","Sheffield 053A","E08000019","Sheffield",20.052,14211,5,0.163,11276,4,0.104,15015,5,10.102,21754,7,0.036,15591,5,0.456,9615,3,18.522,18658,6,35.417,6379,2,0.223,10919,4,0.231,9630,3,0.025,15829,5,0.192,27862,9,-0.591,25429,8,1.607,8124,3,0.844,5483,2,0.412,9958,4,1627,307,1146,174,1151.5
"E01007980","Sheffield 053B","E08000019","Sheffield",19.392,14732,5,0.122,15467,5,0.117,13015,4,18.362,14928,5,0.29,12022,4,0.19,13620,5,11.436,27218,9,33.717,7073,3,0.134,17644,6,0.244,8758,3,0.64,7137,3,0.175,29212,9,-0.852,28451,9,0.334,13753,5,0.893,5002,2,0.07,14935,5,1536,297,1071,168,1070.75
"E01007981","Sheffield 053C","E08000019","Sheffield",15.186,18455,6,0.097,18704,6,0.084,18973,6,10.778,21126,7,0.107,14537,5,0.319,11632,4,10.128,28674,9,34.237,6870,3,0.084,23275,8,0.198,12042,4,0.052,15392,5,0.201,26983,9,-1.367,31719,10,0.313,13846,5,0.653,7514,3,0.726,6283,2,1468,285,969,214,972.25
"E01007983","Sheffield 053D","E08000019","Sheffield",10.8,23256,8,0.085,20737,7,0.067,23306,8,11.495,20474,7,-0.108,17767,6,-0.292,20935,7,9.418,29366,9,24.947,11417,4,0.074,24790,8,0.239,9112,3,0.137,14080,5,0.194,27656,9,-0.445,23363,8,-0.842,20087,7,0.418,10431,4,0.29,11634,4,1483,286,1029,168,1021.5
"E01007985","Sheffield 053E","E08000019","Sheffield",11.895,21924,7,0.093,19324,6,0.067,23174,8,7.229,24800,8,0.295,11950,4,-1.065,29887,10,11.501,27144,9,31.1,8193,3,0.105,20637,7,0.153,16069,5,-0.438,23015,8,0.223,24758,8,-0.706,26839,9,0.187,14506,5,0.852,5420,2,-0.134,18208,6,1542,274,911,357,913.5
"E01007982","Sheffield 054A","E08000019","Sheffield",42.433,3801,2,0.272,4493,2,0.211,4362,2,60.639,1617,1,0.272,12272,4,1.257,1658,1,35.469,3811,2,8.298,25474,8,0.404,2727,1,0.163,15109,5,1.858,279,1,0.388,7586,3,0.682,5939,2,1.765,7527,3,-1.07,29258,9,0.148,13732,5,1899,425,1133,341,1112.75
"E01008002","Sheffield 054B","E08000019","Sheffield",14.708,18934,6,0.083,21080,7,0.094,16964,6,18.453,14853,5,0.611,8111,3,-0.387,22353,7,17.912,19419,6,8.347,25427,8,0.082,23600,8,0.132,18384,6,0.061,15251,5,0.32,13761,5,0.327,10356,4,-1.046,21194,7,-1.028,28947,9,0.137,13942,5,1579,232,855,492,877.75
"E01008003","Sheffield 054C","E08000019","Sheffield",15.129,18502,6,0.091,19783,7,0.087,18271,6,26.155,10303,4,0.22,12947,4,-0.301,21074,7,12.094,26529,9,21.453,13645,5,0.078,24157,8,0.16,15359,5,0.301,11563,4,0.37,9067,3,-0.172,18827,6,-0.767,19658,6,0.15,14311,5,0.417,9900,4,1392,193,771,428,791.75
"E01008006","Sheffield 054D","E08000019","Sheffield",14.84,18804,6,0.082,21326,7,0.094,17034,6,19.944,13809,5,0.059,15262,5,0.533,8580,3,14.105,24182,8,11.948,21464,7,0.119,19096,6,0.097,23120,8,0.315,11369,4,0.298,16137,5,-0.007,15913,5,-0.724,19443,6,-0.865,27590,9,0.451,9447,3,1375,175,703,497,737
"E01007927","Sheffield 055A","E08000019","Sheffield",1.394,32787,10,0.017,32628,10,0.03,31816,10,0.3,32706,10,-1.395,31045,10,-0.811,27629,9,10.035,28767,9,6.487,27592,9,0.009,32759,10,0.026,32586,10,-1.959,32684,10,0.101,32146,10,0.064,14719,5,-3.2,30112,10,-1.146,29752,10,-0.052,16924,6,1674,310,755,609,761.25
"E01007928","Sheffield 055B","E08000019","Sheffield",2.089,32596,10,0.022,32364,10,0.029,31919,10,0.564,32497,10,-1.172,29808,10,-0.852,28031,9,12.7,25820,8,9.97,23596,8,0.009,32785,10,0.034,32199,10,-1.497,31907,10,0.099,32171,10,0.235,11810,4,-2.979,29551,9,-0.785,26789,9,0.187,13117,4,1769,339,883,547,897
"E01007929","Sheffield 055C","E08000019","Sheffield",3.778,31495,10,0.035,30902,10,0.037,30775,10,0.662,32422,10,-0.763,26376,9,-0.306,21159,7,8.558,30105,10,16.123,17569,6,0.032,31030,10,0.045,31230,10,-1.461,31790,10,0.106,32013,10,-0.277,20612,7,-1.688,24571,8,0,16514,6,0.051,15238,5,1643,361,900,382,928.5
"E01007930","Sheffield 055D","E08000019","Sheffield",2.625,32332,10,0.029,31715,10,0.035,31142,10,0.55,32509,10,-0.918,27862,9,-0.608,25285,8,14.287,23938,8,7.078,26901,9,0.023,32045,10,0.032,32313,10,-1.62,32209,10,0.11,31910,10,0.369,9753,3,-3.62,30963,10,-0.912,27991,9,-0.101,17689,6,1433,300,740,393,745.5
"E01007932","Sheffield 055E","E08000019","Sheffield",4.779,30514,10,0.045,28936,9,0.037,30725,10,0.514,32539,10,-0.537,23714,8,-0.874,28251,9,21.593,14857,5,10.85,22621,7,0.031,31114,10,0.08,25995,8,-1.677,32328,10,0.111,31892,10,0.714,5645,2,-2.321,27448,9,-0.385,21972,7,-0.083,17401,6,1389,242,728,419,727
"E01007939","Sheffield 055F","E08000019","Sheffield",3.744,31531,10,0.029,31668,10,0.045,29033,9,0.407,32619,10,-1.06,29008,9,0.046,15856,5,10.043,28759,9,10.184,23359,8,0.01,32729,10,0.054,30199,10,-1.705,32394,10,0.101,32128,10,-0.186,19085,6,-1.434,23262,8,-0.265,20336,7,-0.401,22204,7,1516,276,774,466,796
"E01008028","Sheffield 056A","E08000019","Sheffield",26.773,9840,3,0.158,11652,4,0.156,8399,3,53.036,2638,1,0.51,9289,3,-0.367,22080,7,20.61,16018,5,13.944,19493,6,0.203,12185,4,0.198,12022,4,1.224,2213,1,0.456,3733,2,0.106,14012,5,0.616,12343,4,-0.206,19495,6,0.09,14625,5,1551,292,904,355,905
"E01008029","Sheffield 056B","E08000019","Sheffield",36.376,5641,2,0.206,7960,3,0.211,4372,2,52.293,2766,1,0.971,4640,2,0.162,14015,5,31.492,5846,2,10.569,22923,7,0.23,10450,4,0.25,8399,3,1.071,3189,1,0.479,2813,1,0.417,9073,3,1.896,7106,3,-0.682,25648,8,0.18,13219,5,1488,332,836,320,828.5
"E01008032","Sheffield 056C","E08000019","Sheffield",26.986,9721,3,0.176,10103,4,0.164,7686,3,39.374,5493,2,0.705,7053,3,0.008,16406,5,17.614,19787,7,15.118,18426,6,0.189,13137,4,0.223,10184,4,0.843,5072,2,0.411,6129,2,-0.473,23769,8,1.265,9462,3,-0.032,16951,6,-0.027,16545,6,1396,262,783,351,783.75
"E01008034","Sheffield 056D","E08000019","Sheffield",19.269,14809,5,0.142,13197,5,0.113,13690,5,20.795,13214,5,0.376,10902,4,-0.221,19891,7,26.781,9331,3,7.085,26896,9,0.156,15740,5,0.296,6034,2,0.27,12025,4,0.317,14145,5,0.383,9543,3,1.038,10386,4,-1.083,29351,9,0,16058,5,1712,325,1091,296,1073
"E01007828","Sheffield 059A","E08000019","Sheffield",19.987,14256,5,0.15,12432,4,0.122,12283,4,23.076,11884,4,0.356,11159,4,-0.183,19333,6,17.002,20519,7,19.302,15155,5,0.205,12069,4,0.186,13061,4,0.549,8168,3,0.292,16884,6,-0.123,17940,6,0.425,13313,5,0.198,13568,5,0.084,14735,5,1742,348,1037,357,1033
"E01007829","Sheffield 059B","E08000019","Sheffield",12.497,21218,7,0.094,19302,6,0.079,20034,7,10.097,21758,7,-0.282,20330,7,0.024,16148,5,14.21,24033,8,26.72,10380,4,0.101,21162,7,0.147,16695,6,-0.066,17319,6,0.217,25497,8,-0.238,19961,7,0.028,15352,5,0.556,8673,3,0.182,13198,5,1540,266,990,284,994.25
"E01007831","Sheffield 059C","E08000019","Sheffield",10.485,23622,8,0.082,21221,7,0.079,20276,7,3.78,28848,9,0.047,15441,5,-0.493,23778,8,4.975,32138,10,26.536,10487,4,0.074,24763,8,0.134,18135,6,-0.671,26130,8,0.169,29580,10,-1.437,31953,10,-1.144,21755,7,0.64,7671,3,-0.07,17196,6,1511,258,918,335,922.75
"E01007832","Sheffield 059D","E08000019","Sheffield",8.533,26069,8,0.084,20909,7,0.066,23424,8,5.802,26420,9,-0.21,19246,6,-0.409,22681,7,7.96,30500,10,15.768,17876,6,0.099,21436,7,0.157,15708,5,-0.533,24324,8,0.206,26577,9,-1.083,30297,10,-0.394,17605,6,0.038,15982,5,-0.061,17062,6,1513,282,927,304,924.25
"E01007986","Sheffield 059E","E08000019","Sheffield",10.197,23954,8,0.09,19925,7,0.069,22597,7,10.918,21009,7,-0.156,18442,6,-0.646,25725,8,7.652,30715,10,22.675,12842,4,0.107,20504,7,0.147,16657,6,-0.127,18302,6,0.243,22444,7,-1.332,31592,10,-0.344,17345,6,0.269,12572,4,0.344,10892,4,1372,233,937,202,936
"E01008007","Sheffield 060A","E08000019","Sheffield",56.587,1274,1,0.292,3651,2,0.298,1099,1,67.067,983,1,1.234,2885,1,1.379,1134,1,36.288,3441,2,19.802,14810,5,0.323,5685,2,0.277,6938,3,1.762,418,1,0.464,3402,2,0.576,7055,3,2.275,5875,2,0.092,15188,5,0.337,10983,4,1694,313,884,497,890.5
"E01008075","Sheffield 060B","E08000019","Sheffield",61.739,779,1,0.386,1025,1,0.273,1717,1,73.255,579,1,0.996,4431,2,1.61,518,1,41.194,1806,1,14.32,19121,6,0.532,458,1,0.252,8262,3,2.062,108,1,0.472,3098,1,0.605,6726,3,3.025,3875,2,-0.325,21175,7,0.281,11762,4,1471,382,879,210,855
"E01008076","Sheffield 060C","E08000019","Sheffield",57.028,1225,1,0.347,1825,1,0.295,1156,1,78.844,335,1,0.969,4656,2,1.143,2317,1,30.556,6442,2,13.844,19594,6,0.446,1706,1,0.267,7488,3,2.228,42,1,0.501,2044,1,0.223,12010,4,2.293,5815,2,-0.402,22207,7,0.307,11387,4,1365,311,732,322,746.5
"E01008077","Sheffield 060D","E08000019","Sheffield",38.637,4913,2,0.293,3623,2,0.227,3480,2,50.277,3114,1,0.704,7078,3,0.058,15677,5,23.864,12212,4,17.636,16382,5,0.397,2923,1,0.294,6130,2,1.221,2237,1,0.433,4814,2,-0.169,18786,6,1.98,6804,3,0.087,15255,5,0.094,14581,5,1474,261,830,383,836
"E01008031","Sheffield 061A","E08000019","Sheffield",21.444,13127,4,0.16,11517,4,0.126,11781,4,25.967,10389,4,0.763,6471,2,-0.11,18212,6,16.368,21315,7,7.221,26751,9,0.17,14520,5,0.247,8542,3,0.214,12861,4,0.379,8281,3,-0.287,20786,7,0.661,12144,4,-1.073,29276,9,0.013,15848,5,1399,226,809,364,829
"E01008033","Sheffield 061B","E08000019","Sheffield",12.808,20900,7,0.074,22786,7,0.111,13887,5,16.045,16634,6,0.109,14517,5,-0.761,27089,9,18.72,18397,6,6.827,27200,9,0.063,26510,9,0.104,22093,7,-0.228,19888,7,0.327,13073,4,0.256,11481,4,-0.436,17823,6,-1.467,31358,10,0.097,14537,5,1290,131,734,425,766.5
"E01008038","Sheffield 061C","E08000019","Sheffield",7.505,27351,9,0.052,27382,9,0.063,24394,8,13.858,18335,6,-0.313,20766,7,-0.818,27688,9,18.814,18276,6,5.608,28629,9,0.06,26900,9,0.071,27558,9,-0.339,21522,7,0.312,14686,5,0.436,8796,3,-1.368,22945,7,-1.198,30077,10,-0.161,18620,6,1545,153,749,643,779.75
"E01008040","Sheffield 061D","E08000019","Sheffield",15.239,18400,6,0.09,19883,7,0.09,17762,6,21.642,12705,4,0.115,14437,5,-0.859,28115,9,31.654,5757,2,5.042,29233,9,0.117,19313,6,0.125,19191,6,0.418,9860,4,0.3,15958,5,0.865,4361,2,0.223,14309,5,-1.17,29908,10,-0.271,20309,7,1691,315,1096,280,1093
"E01007835","Sheffield 062A","E08000019","Sheffield",13.926,19702,6,0.101,18122,6,0.096,16657,6,20.204,13612,5,-0.211,19264,6,-0.051,17354,6,17.109,20389,7,11.03,22429,7,0.111,19963,7,0.119,19921,7,0.265,12100,4,0.31,14822,5,0.279,11089,4,-1.06,21284,7,-0.403,22236,7,-0.029,16583,6,1442,214,700,528,709
"E01007836","Sheffield 062B","E08000019","Sheffield",12.639,21078,7,0.084,20922,7,0.1,15865,5,17.627,15419,5,-0.161,18504,6,-0.224,19944,7,14.939,23116,8,11.053,22401,7,0.058,27347,9,0.132,18362,6,-0.302,21004,7,0.35,10725,4,-0.368,22168,7,0.501,12936,4,-0.538,24020,8,0.123,14148,5,1633,265,854,514,850
"E01007843","Sheffield 062C","E08000019","Sheffield",32.787,7013,3,0.224,6855,3,0.212,4293,2,44.742,4215,2,0.748,6614,3,-0.262,20514,7,24.743,11339,4,9.701,23865,8,0.241,9784,3,0.253,8203,3,0.956,4083,2,0.438,4584,2,-0.37,22191,7,2.502,5263,2,-0.635,25123,8,0.035,15490,5,1639,329,864,446,871.25
"E01007846","Sheffield 062D","E08000019","Sheffield",11.337,22596,7,0.073,22870,7,0.067,23254,8,17.99,15164,5,-0.607,24585,8,0.326,11518,4,9.515,29279,9,23.576,12269,4,0.09,22583,7,0.131,18526,6,0.083,14906,5,0.312,14676,5,-0.782,27728,9,-0.24,16762,6,0.219,13258,5,0.513,8653,3,1460,234,829,397,820
"E01008030","Sheffield 063A","E08000019","Sheffield",14.322,19318,6,0.113,16473,6,0.089,17908,6,17.203,15705,5,0.219,12959,4,0.05,15794,5,12.811,25676,8,9.007,24662,8,0.136,17441,6,0.174,14096,5,0.169,13545,5,0.288,17321,6,-0.375,22260,7,-0.023,15588,5,-0.647,25252,8,-0.044,16823,6,1435,299,805,331,819.25
"E01008035","Sheffield 063B","E08000019","Sheffield",9.036,25405,8,0.044,29093,9,0.068,22990,7,8.486,23445,8,0.068,15114,5,-0.989,29274,9,27.126,9061,3,5.447,28775,9,0.041,29800,10,0.075,26951,9,-0.671,26134,8,0.269,19498,6,1.098,2888,1,-3.708,31122,10,-1.78,32204,10,-0.029,16571,6,1186,181,728,277,722.75
"E01008036","Sheffield 063C","E08000019","Sheffield",7.545,27305,9,0.046,28688,9,0.056,26323,9,11.064,20861,7,-0.421,22191,7,-0.286,20838,7,19.53,17408,6,11.481,21940,7,0.072,25130,8,0.065,28560,9,-0.29,20823,7,0.27,19476,6,0.272,11212,4,-0.277,16975,6,-0.511,23679,8,0.147,13749,5,1439,253,989,197,990.5
"E01008041","Sheffield 063D","E08000019","Sheffield",8.294,26363,9,0.058,26153,8,0.059,25322,8,10.658,21245,7,-0.076,17258,6,-1.059,29845,10,24.018,12051,4,4.605,29692,10,0.087,22976,7,0.102,22455,7,-0.345,21605,7,0.27,19460,6,0.76,5211,2,-1.552,23886,8,-1.505,31482,10,-0.213,19412,6,1478,335,983,160,971.75
"E01007827","Sheffield 064A","E08000019","Sheffield",13.623,20018,7,0.063,25077,8,0.078,20416,7,10.426,21446,7,0.025,15751,5,0.809,5150,2,18.628,18521,6,15.617,18009,6,0.06,27009,9,0.076,26725,9,-0.092,17742,6,0.229,24179,8,0.346,10087,4,-0.9,20409,7,0.092,15186,5,-0.204,19276,6,1505,205,883,417,890.25
"E01007830","Sheffield 064B","E08000019","Sheffield",14.348,19289,6,0.12,15681,5,0.099,15971,5,10.413,21463,7,0.326,11557,4,-0.478,23590,8,16.106,21647,7,11.873,21538,7,0.081,23714,8,0.201,11783,4,-0.196,19432,6,0.246,22112,7,-0.363,22075,7,0.753,11697,4,-0.234,19924,7,-0.151,18472,6,1525,210,772,543,777.25
